case,pwin,ploss
398us333,1.1105404144947947e-14,1.0
397us203,0.004173236926950958,0.9958267630730574
399us204,0.9999999999965894,3.4229196469950208e-12
399us1,0.041319564427267384,0.9586804355727157
397us99,0.054766865849289435,0.9452331341507137
397us14,3.763919834935062e-13,0.9999999999996589
397us471,5.802560223189278e-15,1.0
397us620,0.027378713815266263,0.9726212861847393
397us254,1.0,2.990660684565941e-16
396us122,0.9999999999996589,3.5011376187170903e-13
399us392,5.833501418769116e-12,0.999999999994202
397us790,1.0,8.936301614587367e-17
397us159,1.0618960271921733e-11,0.9999999999894271
396us28,0.9999999999997726,2.0907681648838504e-13
397us223,0.9999999999998863,9.077743044188949e-14
397us552,9.851740911318642e-13,0.9999999999989768
397us817,1.0,2.178367761479953e-15
397us280,1.1463226822922888e-13,0.9999999999998863
401us797,0.9999999999995453,4.4496900627100617e-13
397us31,1.0,3.90708370558341e-17
396us398,0.9999999999999432,7.379623730166613e-14
399us510,0.9999999999976126,2.3444350819700024e-12
397us532,2.999321877805826e-11,0.9999999999699867
402us611,1.194299237280298e-14,1.0
401us560,1.1741842177782048e-13,0.9999999999998863
401us513,0.9999999999998863,6.697704236488077e-14
402us424,0.006839187990578379,0.9931608120094191
401us302,0.06522325406956339,0.9347767459304517
402us570,3.9010410552796444e-13,0.9999999999996589
403us124,1.4268256445924096e-10,0.999999999857323
400us348,1.0,2.474892235831534e-15
401us576,0.0077068094438430745,0.9922931905561775
400us112,4.282038663795732e-14,1.0
400us433,1.0,1.3768077275060941e-15
401us1,0.08192944732996035,0.9180705526700432
401us480,1.0,3.9743542902425136e-15
402us99,0.9999999999994316,5.480427339090835e-13
402us49,0.7027633138813919,0.2972366861185897
400us73,0.05802827691986057,0.9419717230801363
401us715,1.0,3.796528758627575e-16
401us846,0.037603567983845336,0.9623964320161691
403us388,5.9620633835801615e-15,1.0
402us622,1.898127416610601e-12,0.9999999999981242
406us356,1.0,5.189934689947461e-16
401us23,1.7748591571022193e-14,1.0
401us531,1.0,1.2508095025960973e-15
401us617,1.9576813030623378e-08,0.9999999804232405
402us497,1.0,5.133144172828697e-16
400us48,1.659962502428159e-11,0.9999999999834017
402us673,0.999999996920792,3.07916212036784e-09
403us528,0.999999999998181,1.834119543763104e-12
402us137,6.623810514731744e-13,0.9999999999993179
401us402,0.006144732494142044,0.993855267505852
401us154,1.0,1.549521221959442e-18
402us558,2.1831531602438317e-14,1.0
400us494,0.3605572304985034,0.6394427695014945
400us548,1.0,1.1534630117932874e-15
402us689,0.9999999999998863,1.0301188626698323e-13
403us713,0.026061614233342027,0.9739383857666407
402us637,2.864011692126048e-12,0.9999999999971578
401us82,2.4217073210299324e-13,0.9999999999997726
403us274,2.2635327013652604e-13,0.9999999999997726
401us745,0.019159728983584236,0.9808402710164119
403us29,1.0,1.7406374643722424e-17
402us183,1.0,7.265006461710418e-19
400us309,1.0647733152080046e-11,0.9999999999893134
403us443,5.211799597855547e-16,1.0
401us815,1.3983018178918038e-11,0.9999999999860165
403us573,5.822073958946397e-14,0.9999999999998863
403us15,5.020513238694119e-15,1.0
402us389,2.2136272356039994e-13,0.9999999999997726
401us222,1.0,2.6325385398027013e-18
403us217,0.9999999999997726,1.8825684772902015e-13
402us62,2.853513496101452e-12,0.9999999999971578
400us470,1.0,3.7402723353841256e-16
401us532,0.9999999999998863,9.32823630280861e-14
403us672,1.1012678238204415e-10,0.9999999998898375
400us25,4.784297095027722e-12,0.9999999999952252
401us646,0.0014289909201542004,0.9985710090798617
400us351,1.0,5.822976588339517e-16
402us363,4.340457465087058e-14,1.0
406us682,1.0,1.671586706465068e-14
405us676,0.03973614242739824,0.9602638575726107
405us191,0.05349654976399395,0.9465034502360193
407us67,1.7967772120508506e-11,0.9999999999820375
404us138,1.4700206556299055e-13,0.9999999999998863
404us528,0.006637227952130703,0.9933627720478918
404us244,0.09540278614457144,0.9045972138554184
405us438,1.0,7.554608703555577e-17
408us665,1.0,3.000161327045161e-16
404us202,7.32447369085472e-13,0.9999999999993179
406us759,1.4669840972837956e-13,0.9999999999998863
406us482,0.2866801428883656,0.7133198571116542
406us518,0.013272273797437183,0.9867277262025831
413us15,2.567965730616723e-15,1.0
407us551,2.8643502149784856e-14,1.0
405us394,1.0,1.814517015829348e-15
405us251,1.0,3.4518596347793847e-16
405us518,0.013288420205787207,0.9867115797942353
408us753,5.192329697684595e-13,0.9999999999994316
406us441,1.0,1.611479323924842e-16
408us501,0.0692817988845369,0.9307182011154658
407us258,1.0,4.6557052244790506e-15
405us330,1.0,1.0461449371831992e-15
408us564,0.01913696042395139,0.9808630395760286
406us583,1.0,2.032904685004934e-15
407us493,0.1658372016252826,0.8341627983747366
404us293,0.6160178922728802,0.38398210772711877
405us596,2.1592230949223034e-10,0.9999999997841087
407us143,9.422369615745253e-14,0.9999999999998863
404us412,4.078822287148584e-14,1.0
405us365,1.0,6.156360496364768e-17
405us15,1.2447391500450643e-12,0.9999999999987494
406us472,1.0,4.545445537945786e-17
404us37,0.9999999999997726,2.2290407915802173e-13
404us357,0.05138239984826538,0.9486176001517463
406us605,5.0379011756436637e-14,1.0
404us78,3.252422875272495e-13,0.9999999999996589
404us16,1.0,7.976991937365016e-16
406us1,2.424113462206908e-14,1.0
406us535,1.0,8.245021508895126e-15
407us385,5.803814232434348e-12,0.999999999994202
408us606,4.3190254426188153e-13,0.9999999999995453
413us123,0.0009225262216036388,0.9990774737784062
404us403,1.2400673843079454e-10,0.9999999998759677
404us477,0.9999999999993179,6.907981845747882e-13
406us649,0.09954042972273199,0.9004595702772563
408us41,5.211077927437092e-13,0.9999999999994316
408us786,0.026850555304181383,0.9731494446958218
408us593,1.0,2.4791466069348664e-17
405us645,1.6878350743786911e-09,0.9999999983122052
407us539,1.0963397991050694e-12,0.9999999999988631
404us418,1.0,1.5762717585932604e-14
404us541,0.051772202363924644,0.9482277976360945
405us56,4.4347195667622596e-13,0.9999999999995453
407us451,0.1819080786523533,0.8180919213476331
413us139,9.062967108486494e-14,0.9999999999998863
408us125,0.0873662272103455,0.9126337727896642
405us562,0.9999999999823785,1.7638738160915472e-11
404us453,2.500514142911151e-13,0.9999999999997726
407us371,0.009161631430156228,0.990838368569856
405us208,0.00099700567660939,0.9990029943234098
406us404,0.39537581136391886,0.6046241886360905
406us416,0.9999999999799911,2.0024251271132166e-11
404us443,0.06911641864578723,0.9308835813542035
404us548,0.9999999999998863,1.6148488272699742e-13
405us278,0.9999999999972715,2.755413800515271e-12
404us157,0.9999999999993179,7.362850729564498e-13
405us127,0.9999999999997726,1.8143868608006595e-13
405us93,6.382539308761692e-13,0.9999999999993179
405us427,0.9999999999999432,5.548843193171979e-14
407us163,1.764112965027767e-14,1.0
405us318,1.0,1.727124836050244e-17
404us226,1.0,4.752284013054545e-16
404us336,1.0,1.4604237091834598e-15
404us270,1.572919693826256e-12,0.9999999999984084
408us1,0.012805495507536764,0.9871945044924494
404us257,2.5394027608422305e-14,1.0
405us727,0.0017259638733865665,0.9982740361265996
406us797,4.4770457512857825e-11,0.9999999999552074
405us473,4.4503314846902316e-13,0.9999999999995453
408us238,8.568905169798348e-14,0.9999999999998863
406us341,2.4877794756867408e-14,1.0
411us526,0.9999999999996589,3.894874239121561e-13
413us734,1.0,6.247708152551363e-15
410us752,1.0,7.993734036403273e-15
410us19,0.0012750862783773734,0.9987249137216391
412us218,6.537082795728921e-15,1.0
409us289,0.9999999999998863,7.100668969877122e-14
409us63,4.351834321683063e-10,0.9999999995648068
412us755,2.780104402188869e-14,1.0
411us546,0.9999999999995453,4.278345525295733e-13
411us356,5.548546460194362e-12,0.9999999999944293
409us434,9.046394268576232e-13,0.9999999999990905
412us306,1.4148897286764419e-14,1.0
412us92,1.0,3.78940665004508e-14
410us458,1.1291050260572994e-13,0.9999999999998863
412us541,0.9999999999996589,3.3191811731149807e-13
413us345,0.023652239490122674,0.9763477605098841
411us145,0.06517939176419144,0.9348206082358069
411us345,7.951410895109013e-13,0.9999999999992042
412us401,0.00728657322552137,0.9927134267744621
410us577,1.0,1.8998263045559915e-14
410us315,7.744443567242699e-14,0.9999999999998863
412us17,1.0,6.069466785061261e-16
410us526,1.2103876261066722e-11,0.9999999999879492
409us470,2.4436189448485044e-12,0.9999999999976126
411us258,1.5917795649752884e-12,0.9999999999984084
410us224,1.1730528878991045e-12,0.9999999999988631
412us800,0.3259634366197007,0.6740365633802784
411us475,4.962158512000273e-11,0.9999999999504325
413us115,1.7029330357405468e-13,0.9999999999998863
412us546,1.0,4.246876461382069e-16
413us433,2.0477231489052016e-13,0.9999999999997726
412us837,1.0,6.768335078408184e-17
412us47,2.7540718608535597e-14,1.0
413us508,0.006706019031942621,0.9932939809680457
412us441,1.0,6.769789782331323e-17
411us1,0.05464617719974956,0.9453538228002648
409us488,1.0380909391953107e-11,0.9999999999896545
413us601,1.0,9.287693161344321e-15
413us49,1.0454756462016854e-15,1.0
409us151,0.9999999999822649,1.7776076072058768e-11
409us140,2.328603247596865e-13,0.9999999999997726
411us423,2.5777111808561813e-13,0.9999999999997726
413us825,0.18471333675029827,0.815286663249701
413us376,1.0,2.0335080664510722e-16
413us483,1.793878247096382e-12,0.999999999998181
410us52,1.4161325474549992e-08,0.9999999858387129
410us351,0.03661513019199914,0.9633848698079766
411us192,1.0,4.217025655446438e-18
409us109,5.4804086346344635e-12,0.999999999994543
410us623,1.0791411471704924e-12,0.9999999999989768
410us719,1.0,1.822918927651848e-15
410us1,1.2978030956560207e-07,0.999999870219662
412us205,0.5978373987036917,0.4021626012963259
412us1,1.0,3.143482629926625e-16
410us73,1.2855599048129831e-13,0.9999999999998863
413us756,0.036411837040211927,0.9635881629597604
411us655,9.305391702452815e-13,0.9999999999990905
413us300,0.049375233709522987,0.9506247662904825
413us266,0.029620439220559527,0.9703795607794382
410us743,1.0,1.344546591570652e-14
413us548,6.862972914011273e-14,0.9999999999999432
412us669,2.2641896423424636e-15,1.0
411us233,1.0,1.0169395983832688e-15
411us624,1.0,4.10571006984108e-16
413us836,0.02891514072021273,0.9710848592797633
415us164,8.252000181275019e-13,0.9999999999992042
417us188,0.1369641417178305,0.8630358582821479
414us488,0.03324897513501217,0.9667510248650024
414us218,2.353661226018222e-13,0.9999999999997726
416us115,0.0020132804144177147,0.9979867195855893
417us790,0.999999999998181,1.8171779749611552e-12
416us637,1.2026426868342554e-14,1.0
414us291,1.0,2.0745907566938592e-16
417us484,1.9642831042392185e-13,0.9999999999997726
416us600,1.0,1.1220583225333227e-14
415us1,1.4995597222904186e-10,0.9999999998500471
418us298,1.0,1.2118899791672689e-14
418us656,0.09067984655086284,0.9093201534491121
416us470,1.0168517389318443e-09,0.9999999989831849
416us134,3.2877834291757643e-14,1.0
415us724,1.3868009283339878e-12,0.9999999999986358
415us322,2.259168746901657e-13,0.9999999999997726
416us267,1.7455609104791222e-12,0.9999999999982947
415us130,0.005854537342547169,0.9941454626574402
417us653,1.3156341209104904e-11,0.9999999999868123
415us486,0.9999999999961346,3.832277399822268e-12
415us566,0.2835266352610005,0.7164733647389929
418us539,1.309425528622648e-14,1.0
415us605,6.140411636246245e-12,0.9999999999938609
415us651,4.1312443029883685e-13,0.9999999999995453
414us141,3.684346185363641e-14,1.0
415us104,4.387432415813996e-12,0.9999999999955662
418us24,2.7326855494376066e-14,1.0
418us506,7.780319513871263e-13,0.9999999999992042
418us264,9.709351062326637e-15,1.0
417us600,0.004331123015858501,0.995668876984124
416us505,0.9999999999996589,3.1349360664181125e-13
414us417,0.036364814597052625,0.963635185402974
416us21,1.0,1.8124857660554498e-16
417us506,6.353157863201225e-14,0.9999999999998863
417us703,1.6160619202445564e-12,0.9999999999984084
416us351,0.12769668492615796,0.8723033150738684
416us802,2.0365671142567186e-14,1.0
418us676,2.3328799798003935e-15,1.0
418us405,5.850376879395926e-11,0.9999999999414513
417us673,1.0,3.215721184408525e-15
414us573,0.01523369639281173,0.9847663036071966
415us143,0.002181008470809458,0.9978189915292056
418us87,0.007018458019796944,0.992981541980187
417us583,1.3322655822848779e-12,0.9999999999986358
418us602,0.9999999998777866,1.2218943498309766e-10
416us430,0.012327556335640671,0.9876724436643411
417us156,1.0,3.7868742974736084e-17
417us733,4.969324953513064e-16,1.0
416us312,2.330843383493695e-12,0.9999999999976126
418us717,2.7101700261789572e-11,0.9999999999729425
417us556,1.0657020897261458e-11,0.9999999999893134
414us190,2.7410525816069246e-11,0.9999999999726015
418us166,0.0012598066651908137,0.998740193334819
414us395,0.9999999999998863,5.828465438779703e-14
415us61,1.3204121289238137e-12,0.9999999999986358
415us528,0.04921408640766501,0.9507859135923258
415us394,2.124309103929388e-09,0.9999999978756478
417us843,0.012948481266878729,0.9870515187331201
418us208,3.463314385645133e-15,1.0
414us270,0.9999999999997726,2.6363869697186407e-13
414us260,0.9999999999998863,7.45424197911926e-14
415us800,5.630075793068261e-15,1.0
421us723,9.321568332647369e-14,0.9999999999998863
421us289,1.0,2.0190246756203856e-14
421us426,2.4443081321055417e-13,0.9999999999997726
422us358,9.953527285006991e-14,0.9999999999998863
420us730,1.0,1.6266964431897066e-15
421us837,2.0356176565473424e-16,1.0
419us601,1.8743882810570882e-13,0.9999999999997726
420us223,4.753749923448335e-12,0.9999999999952252
425us682,8.27982491672924e-13,0.9999999999992042
426us833,2.027694011575543e-14,1.0
422us694,1.0,1.8698519014185486e-14
422us853,7.011419737281693e-13,0.9999999999993179
419us256,1.0,4.6120851819005825e-15
422us749,5.290115815107821e-14,1.0
422us531,1.4291052161916771e-11,0.9999999999857323
422us806,8.307360349825238e-14,0.9999999999998863
423us161,7.27530476235345e-09,0.9999999927247245
420us514,0.9999999999998863,6.386996455516377e-14
421us349,1.9127093482061973e-12,0.9999999999980673
420us592,4.9180078852399445e-14,1.0
421us213,0.9999999999979536,2.09088788236734e-12
420us376,1.0,1.2195103801763037e-17
422us332,1.154280070478894e-14,1.0
420us276,8.202237660803023e-13,0.9999999999992042
419us565,0.04499915132324835,0.9550008486767759
425us25,1.434780051180441e-10,0.9999999998565272
420us546,1.61065990971684e-14,1.0
422us617,0.999999999998181,1.8652501033678275e-12
422us86,0.9999999999917009,8.323355859598055e-12
419us65,0.589466190368561,0.4105338096314402
421us240,7.393733510880582e-13,0.9999999999992042
420us770,0.9999999999998863,8.47033720057942e-14
419us498,2.4347611249289132e-12,0.9999999999976126
426us88,0.9999999999998863,1.017468161921814e-13
420us738,0.03049043356395576,0.9695095664360233
420us714,2.3048641779875277e-14,1.0
422us49,0.014360570795456681,0.9856394292045585
422us205,1.1329112056202571e-13,0.9999999999998863
420us251,1.0411749470474434e-14,1.0
422us490,0.9999999999997726,2.351183703776139e-13
420us619,1.0,1.0287660607272411e-16
420us425,0.9999999999079137,9.214242732547315e-11
419us393,1.0,2.29672437630805e-15
419us318,0.0021278515918703314,0.9978721484081469
419us215,0.003550760568723358,0.9964492394312818
421us616,7.287457074841315e-12,0.999999999992724
419us301,1.7692927682967826e-12,0.999999999998181
422us271,1.0,2.008255259020859e-15
420us308,9.410824531958042e-14,0.9999999999998863
422us184,1.4186365111277576e-11,0.9999999999857891
422us454,1.0,5.458291034420707e-16
421us454,0.04486144023778567,0.9551385597622142
419us345,1.0,3.149037801762632e-17
425us130,0.04878035861480566,0.951219641385181
420us283,1.0,1.1829551659171735e-15
428us579,1.692089412870522e-10,0.999999999830834
425us484,1.0,5.762532734873944e-15
426us482,4.2031986711374214e-11,0.9999999999579359
425us238,5.4749281511753264e-12,0.999999999994543
426us317,0.0027039746881780432,0.9972960253118041
429us125,8.628525611075753e-15,1.0
427us424,2.7419451079155524e-14,1.0
424us693,1.4005272480243003e-14,1.0
428us52,4.178542228666193e-14,1.0
423us96,1.1507018685890202e-11,0.9999999999885176
424us295,1.2444062993913482e-13,0.9999999999998863
425us308,0.003908795682836091,0.9960912043171685
428us280,6.053517361642055e-14,0.9999999999998863
428us433,1.1670099260321765e-13,0.9999999999998863
427us50,0.009696640701892838,0.9903033592980961
428us106,0.0016664123508250853,0.9983335876491791
425us536,0.016571640660484475,0.9834283593395212
427us215,8.654963069105475e-14,0.9999999999998863
426us736,1.0,5.668248711635362e-16
425us1,1.2289249863345076e-10,0.9999999998771045
426us471,1.0,1.477247036785297e-16
428us465,4.2640453948458497e-16,1.0
424us614,1.0,3.6198919269909794e-15
427us236,7.378531181785089e-14,0.9999999999998863
427us524,1.0,1.6007176008748662e-15
427us1,0.9999999999996589,3.6227633044586175e-13
424us800,0.022205096073579064,0.9777949039264257
425us501,6.664846117162638e-12,0.9999999999932925
425us185,7.916739038808912e-10,0.9999999992082849
426us341,1.0,4.326790407879927e-17
424us319,1.680914441679015e-15,1.0
426us794,1.5354112450020364e-11,0.9999999999846523
427us618,0.9999999999998863,1.5388850577062873e-13
428us364,2.149450262031138e-14,1.0
426us610,1.3863063262236684e-14,1.0
426us668,7.636672807002306e-13,0.9999999999992042
423us336,3.0263078413891587e-12,0.9999999999969305
428us1,1.5533858461537295e-13,0.9999999999998863
423us411,1.3139618349727985e-13,0.9999999999998863
424us600,1.104771726298811e-12,0.9999999999988631
428us397,0.9999999990640163,9.359740056679353e-10
423us362,6.894044868927268e-15,1.0
424us589,2.7031872184347134e-13,0.9999999999997726
424us747,0.054328771535036784,0.9456712284649428
427us347,1.0,4.723609444278573e-15
424us828,8.955392357645872e-14,0.9999999999998863
425us352,0.9999999999998863,9.063583123616966e-14
427us132,1.90691097852259e-12,0.9999999999980673
427us328,1.0,1.5888957565845613e-17
425us257,0.012190532474463755,0.9878094675255615
424us448,9.116644456354719e-13,0.9999999999990905
423us212,0.19390997704330967,0.8060900229566645
427us495,2.160567231464095e-13,0.9999999999997726
423us303,6.028239299912522e-11,0.999999999939746
426us500,4.111998292877126e-15,1.0
424us507,0.0019900950206368654,0.9980099049793477
425us820,1.0,7.067839345133141e-15
424us494,0.27485142572195853,0.7251485742780182
430us584,1.0,1.452714578296375e-14
429us65,1.0,1.7568573825555088e-17
432us464,6.879476785382422e-12,0.9999999999930651
432us491,0.017082513915820934,0.9829174860841725
432us137,0.32590926970609424,0.6740907302938891
431us434,2.7989805544745298e-14,1.0
430us703,0.13452843539338524,0.865471564606605
431us767,0.9999999999809006,1.915275822274242e-11
432us282,0.9999999999994316,5.612897431240706e-13
432us1,1.0,1.571083431886501e-16
430us327,0.4457743534689563,0.5542256465310557
430us651,0.9999999999997726,2.2604890883794845e-13
432us197,1.0,2.348240468118525e-14
431us864,0.9999999999977263,2.294149754461956e-12
430us817,0.9999999999998863,6.096716131298202e-14
430us199,1.0,8.447006533120348e-15
431us595,1.0,5.3598770031619255e-18
430us762,2.9801557196371285e-10,0.9999999997020268
433us562,3.3125483007401546e-14,1.0
431us1,3.7905434599059185e-12,0.9999999999962483
429us507,0.2860775420929758,0.7139224579070456
432us312,0.03527168638091642,0.9647283136190579
429us413,1.4521673134722984e-13,0.9999999999998863
431us291,1.0,5.256923661826062e-15
431us494,2.357264191621507e-13,0.9999999999997726
432us519,1.7237291122504463e-11,0.9999999999827196
430us482,1.0,1.3288413847919478e-14
429us305,1.0,3.49861132975328e-14
430us141,1.7728869727073334e-11,0.9999999999822649
429us60,1.9185876233982197e-12,0.9999999999980673
429us363,1.3062077818334102e-11,0.999999999986926
430us387,0.06873950980608774,0.9312604901939026
432us385,1.0,9.473012614589945e-15
431us606,4.334690085646082e-12,0.9999999999956799
431us633,1.7572420242202735e-13,0.9999999999997726
433us350,0.03125850213322962,0.9687414978667543
429us252,1.3349576623329448e-10,0.9999999998665317
430us705,0.9999999999821512,1.7836631840764902e-11
433us623,4.645920224814612e-13,0.9999999999995453
432us183,1.0,5.572310173646252e-16
430us188,6.117326334372445e-14,0.9999999999998863
432us416,8.108291851752053e-13,0.9999999999992042
430us787,0.9999999999993179,7.30604574712705e-13
432us161,1.4322253270002067e-13,0.9999999999998863
431us195,0.9999999983532462,1.6466989318302375e-09
438us645,1.5296043743640299e-10,0.9999999998470912
435us40,1.8098685159503998e-10,0.9999999998190106
434us356,1.0,3.4272692891781523e-16
434us99,1.0,4.831761796683163e-14
434us586,1.4492007051532375e-10,0.9999999998550493
436us307,1.0,4.0791183722906683e-16
434us59,1.0,2.6073095408987828e-17
437us678,0.9999999999996589,3.0907881524285236e-13
435us333,1.0,2.2194349874540657e-14
437us298,0.010418672636087879,0.9895813273639101
436us149,4.354691807958137e-13,0.9999999999995453
438us234,0.06666196332255866,0.9333380366774625
434us497,2.405878377591992e-14,1.0
438us478,2.2896546755087232e-14,1.0
434us335,5.514434457015242e-12,0.9999999999944293
438us1,1.3431426238722888e-12,0.9999999999986358
436us584,4.7289327594996876e-12,0.9999999999952252
437us584,6.152194990623366e-11,0.9999999999384954
435us349,1.4434303999928346e-13,0.9999999999998863
442us584,3.0281332527977977e-10,0.9999999996971383
435us291,1.0,1.1873876028630623e-16
435us702,2.55830435303573e-12,0.9999999999973852
436us547,9.105547561794296e-16,1.0
435us444,1.0,5.22484870212609e-16
435us765,4.408159652471881e-14,1.0
435us78,1.4501645605451312e-11,0.9999999999854481
436us519,1.1587834081965968e-07,0.9999998841216278
435us497,6.610895765923382e-09,0.9999999933891104
438us104,1.0,7.506550001447079e-18
434us159,3.5121967302640973e-11,0.9999999999648708
437us153,0.003576826365266575,0.996423173634735
437us411,1.4150617948755613e-09,0.9999999985849399
437us267,0.9999999999996589,3.477714915864249e-13
438us696,0.02828586909763709,0.9717141309023376
436us238,1.7918031790669665e-10,0.9999999998208295
435us589,8.020794088881191e-13,0.9999999999992042
436us180,0.0029896416658430573,0.9970103583341507
437us535,1.0819624197481117e-12,0.9999999999988631
435us389,0.018700653198815777,0.9812993468012097
437us82,1.4423272874197435e-12,0.9999999999985221
434us275,1.5932953305321716e-12,0.9999999999984084
436us1,1.0,3.5709257044432604e-14
434us125,6.586208565793801e-12,0.9999999999934062
436us84,1.9023917314222367e-13,0.9999999999997726
434us357,3.847796420103447e-11,0.9999999999615738
435us475,0.008646080192019585,0.9913539198079658
435us191,1.3652455132461383e-10,0.9999999998634621
436us618,9.812518328604663e-12,0.9999999999901661
438us59,8.428118185065439e-14,0.9999999999998863
438us726,8.493160124053781e-14,0.9999999999998863
438us204,3.2313051977168535e-09,0.999999996768679
434us308,1.0,2.597985444718364e-16
436us371,1.0,5.424195968161352e-15
435us110,2.8639286360859958e-11,0.9999999999713509
435us268,2.259084453801565e-14,1.0
435us151,5.580301045586343e-13,0.9999999999994316
437us655,5.1881510583903894e-14,1.0
445us573,5.192223703721408e-11,0.9999999999480451
441us68,3.0583908284593617e-12,0.9999999999969305
441us369,3.125207739354271e-13,0.9999999999996589
442us707,0.012161038365511394,0.9878389616345096
441us600,0.009382787446952938,0.9906172125530375
441us380,2.647458774787869e-08,0.9999999735254054
443us193,5.110915152212354e-13,0.9999999999995453
446us55,6.119381832012892e-14,0.9999999999998863
441us211,3.604646161083062e-14,1.0
442us228,0.005991018518014777,0.9940089814820006
443us173,0.007342600221722816,0.9926573997782641
440us410,0.01652351153835395,0.9834764884616239
443us137,2.6017836713622957e-13,0.9999999999997726
439us180,1.0320843097400564e-09,0.9999999989679509
443us31,0.0007633142028726398,0.9992366857971172
442us477,0.9999999999998863,1.2792249128791665e-13
439us32,0.9999999999811848,1.8788551117542327e-11
444us527,5.711460093531602e-15,1.0
439us60,1.0,1.7178717998925546e-14
442us1,1.964235272745742e-12,0.9999999999980673
441us238,1.0,3.4596772848152645e-15
441us153,4.8039330504844e-13,0.9999999999995453
440us519,1.0,7.911029399385175e-17
442us62,6.759894189427431e-11,0.9999999999323563
442us140,6.288568624663194e-14,0.9999999999998863
439us212,0.9999999999665761,3.346563871065368e-11
443us368,0.0018876663913405115,0.9981123336086405
443us545,0.042668434302086354,0.9573315656978969
439us379,0.008036235544621932,0.9919637644553917
442us366,0.01449641804338366,0.9855035819565912
440us689,1.0,4.530596599324611e-16
440us268,9.180014788998917e-11,0.9999999999082547
439us259,1.0,9.472777085542243e-15
440us568,2.6155402038847076e-11,0.999999999973852
441us786,0.0205169063033423,0.9794830936966676
443us76,0.06142940498241784,0.9385705950175726
441us750,4.316860480119607e-11,0.999999999956799
443us526,1.0,6.954882807847563e-15
439us128,0.00198010174168183,0.9980198982582907
441us347,0.9999999999993179,6.662017355724176e-13
440us490,0.02780601479620263,0.9721939852038133
442us200,1.72477621736054e-14,1.0
443us595,0.0328477424394065,0.9671522575605931
440us625,1.0,3.1102098318772654e-14
443us658,0.007173419536216483,0.9928265804637616
443us256,2.631390864070448e-13,0.9999999999997726
442us735,0.002041901398253999,0.997958098601762
440us301,3.4431167044260786e-14,1.0
442us640,9.051946367723044e-13,0.9999999999990905
444us11,0.006728497386328381,0.9932715026136828
442us415,0.003989127773983636,0.9960108722260373
439us280,1.0,3.497146937279833e-14
443us1,1.0215470945769098e-13,0.9999999999998863
441us677,1.2513566811694252e-13,0.9999999999998863
443us282,0.02876074534874512,0.9712392546512794
441us520,4.4141386135554657e-14,1.0
440us205,0.9999999999970441,2.9006126181551713e-12
440us192,0.9999999999943157,5.64539269904096e-12
440us472,1.0,1.090807415770871e-14
447us455,0.02744181183565449,0.972558188164373
448us136,2.466990069047383e-13,0.9999999999997726
447us607,2.0411678860267104e-12,0.9999999999979536
445us535,4.933461203774367e-11,0.9999999999506599
444us646,0.10310125822624643,0.8968987417737422
445us55,1.0,3.0463975465043655e-16
446us620,0.030458450100441646,0.9695415498995644
438us265,1.0,1.8749721959023893e-17
445us480,0.9999999999996021,4.0575683092350657e-13
445us425,0.24144048238543162,0.7585595176145732
445us136,3.219546987032603e-11,0.9999999999678266
446us274,1.0,2.2929541938804075e-15
448us358,7.46146704720439e-12,0.9999999999924967
448us448,0.14461587162354836,0.8553841283764296
448us176,0.010522943798507578,0.9894770562014754
445us507,1.0,1.0813898291760712e-16
444us348,1.4690497818350243e-14,1.0
447us381,6.154781340673168e-07,0.9999993845218758
444us394,9.342533399491506e-14,0.9999999999998863
444us111,8.642631373526156e-15,1.0
446us657,0.9999999999994316,5.159424941648097e-13
446us398,1.7232152927299578e-11,0.9999999999827196
446us420,6.877672992488323e-14,0.9999999999999432
447us429,0.3397367457962182,0.6602632542037956
446us222,5.230752120418232e-10,0.9999999994769269
444us598,1.2270431363846207e-09,0.999999998772978
448us56,4.465169731729776e-13,0.9999999999995453
446us680,1.0202125765886169e-13,0.9999999999998863
444us672,1.0,1.0754082835043142e-14
448us160,1.0306393590419893e-09,0.999999998969372
447us303,0.6160294863299608,0.3839705136700362
446us500,3.495714817551697e-11,0.9999999999650981
447us264,1.0,8.133096124975411e-16
444us85,7.50280744906873e-12,0.9999999999924967
444us437,1.0,1.5411045669130836e-14
445us388,1.7477711720911337e-11,0.9999999999824922
445us622,2.1047997646620308e-11,0.9999999999789679
446us291,2.2144115201405854e-12,0.99999999999784
446us318,1.0,2.3661497014120123e-14
448us1,0.9999999999998295,1.814388421304395e-13
447us490,1.0,7.799561001990432e-16
445us222,2.2925179807101116e-13,0.9999999999997726
448us297,0.0021102031042109326,0.9978897968957822
445us263,1.0,2.59153741855666e-15
447us323,2.4483356971962257e-12,0.9999999999974989
448us607,1.0,1.484803329601482e-15
447us649,2.6704883172725204e-14,1.0
445us308,1.0,2.2459514336507046e-15
446us156,0.0792739097476671,0.9207260902523258
447us727,7.187821867477748e-14,0.9999999999998863
446us544,1.4449082959154665e-14,1.0
444us707,3.7195191329873424e-14,1.0
447us410,2.7169570641947288e-11,0.9999999999728288
444us453,1.4856399135646142e-14,1.0
447us667,5.194093646331466e-11,0.9999999999480451
447us807,4.15206796646095e-13,0.9999999999995453
444us252,7.91498921618824e-12,0.9999999999920419
444us286,6.300576417000267e-14,0.9999999999998863
446us359,1.0,1.917864201866001e-14
444us130,0.2311397315136759,0.7688602684863268
